Supplementary Table 7. Mutational signature activity across all tumors ,,,,,,,,,,
pair_id,S1,S5,S6,S7,S11,S17,S2,S4,S13,S10
LUAD-BS-14-N19784-TP-NT-SM-9J2XW-SM-9J2XX,24.4375239,91.67499424,NA,NA,NA,NA,0.01618304,48.36928882,4.408454712,NA
LUNG-2630-TP-NB-SM-CLFOY-SM-AV34W,26.01505022,146.0704802,NA,NA,NA,NA,219.8928361,94.39363405,236.9147574,NA
Lung-DFCI-11-104-009-TM-NB-SM-5YS7O-SM-5YS7P,0.000792047,242.9750203,NA,NA,NA,NA,459.9630722,1115.62921,20.72719068,NA
M4945_T_N,41.53895176,152.5831429,NA,NA,NA,NA,3.68810329,154.4627542,1.043431971,NA
MA7027_T_N,0.000254694,124.4403242,NA,NA,NA,NA,3.650138397,143.0991912,19.77366647,NA
NI9507_T_N,25.7571777,34.37868013,NA,NA,NA,NA,20.1740059,14.72264784,8.74E-05,NA
R7495_T_N,4.243838891,42.32704213,NA,NA,NA,NA,7.319315433,33.92392555,3.559259373,NA
RH090935_T_N,30.33414181,32.29975712,NA,NA,NA,NA,19.16705701,4.438378124,62.23545644,NA
RI1933_T_N,6.334992193,165.444599,NA,NA,NA,NA,20.18644127,424.0704537,6.983847838,NA
RO3338_T_N,11.46751929,43.58110696,NA,NA,NA,NA,5.065449759,9.724213908,22.57736427,NA
SA9755_T_N,3.799632902,645.5819331,NA,NA,NA,NA,125.8386097,487.6423066,275.0918564,NA
SB010944_T_N,18.43817216,319.8269559,NA,NA,NA,NA,16.49623437,7.93E-17,2.69E-36,NA
SC0899_T_N,5.757695731,85.06374583,NA,NA,NA,NA,33.8252595,359.2578493,32.58063352,NA
SC6470_T_N,20.1148578,30.16819363,NA,NA,NA,NA,14.02978678,216.1333722,4.32295862,NA
SR070761_T_N,40.80018442,112.1406759,NA,NA,NA,NA,6.847310693,4.38E-12,0.04607261,NA
SU2C_Lung-SU2C-DFCI-LUAD-1002-TP-NB-SM-AOL41-SM-A46NE,37.75703685,23.69695312,NA,NA,NA,NA,8.466332096,5.495729006,1.417579589,NA
SU2C_Lung-SU2C-DFCI-LUAD-1003-TP-NB-SM-AOL4D-SM-A46NF,44.17176361,43.22742203,NA,NA,NA,NA,64.58358453,0.850406521,32.19390133,NA
SU2C_Lung-SU2C-DFCI-LUAD-1004-TP-NB-SM-AOL4P-SM-A46NG,19.6277518,33.74074833,NA,NA,NA,NA,9.484919746,84.08772425,8.346276031,NA
SU2C_Lung-SU2C-DFCI-LUAD-1005-TP-NB-SM-AOL52-SM-A46NH,65.32098592,27.44745346,NA,NA,NA,NA,13.07786638,6.45328232,21.85162425,NA
SU2C_Lung-SU2C-DFCI-LUAD-1006-TP-NB-SM-AOL5E-SM-A46NI,15.03628732,33.32515967,NA,NA,NA,NA,5.683373215,91.81619377,5.270678002,NA
SU2C_Lung-SU2C-DFCI-LUAD-1010-TM-NB-SM-AOL6S-SM-A46NM,42.86619941,189.0291743,NA,NA,NA,NA,7.2292239,3.678955584,15.66740401,NA
SU2C_Lung-SU2C-DFCI-LUAD-1011-TM-NB-SM-AOL75-SM-A46NN,16.62529491,72.73681502,NA,NA,NA,NA,32.39770951,33.70672356,38.10149171,NA
SU2C_Lung-SU2C-DFCI-LUAD-1013-TP-NB-SM-AOL7V-SM-A46NP,21.58175409,54.70420014,NA,NA,NA,NA,1.497624988,61.75035723,2.436712918,NA
SU2C_Lung-SU2C-DFCI-LUAD-1016-TM-NB-SM-AOL8W-SM-A46NS,6.483254326,153.6938341,NA,NA,NA,NA,7.499953779,85.35301586,2.95E-07,NA
SU2C_Lung-SU2C-DFCI-LUAD-1017-TM-NB-SM-AOL99-SM-A46NT,2.135149123,357.1917459,NA,NA,NA,NA,107.6274279,943.1820179,111.3330933,NA
SU2C_Lung-SU2C-DFCI-LUAD-1018-TP-NB-SM-AOL9H-SM-A46NU,22.2731824,27.23831968,NA,NA,NA,NA,29.17987637,6.658496854,34.17095486,NA
SU2C_Lung-SU2C-DFCI-LUAD-1020-TM-NB-SM-AOL3C-SM-A46NC,21.09318945,36.96046489,NA,NA,NA,NA,33.31537699,2.826184774,62.07775217,NA
WA7899_T_N,0.030107328,107.0159393,NA,NA,NA,NA,4.82E-06,33.58306208,3.93E-10,NA
Y2087_T_N,12.15502434,87.34876019,NA,NA,NA,NA,23.62578449,0.000237835,9.138216689,NA
BLCA_immunotherapy_responder-DFCI_11-104_011-TP-NB-SM-5PA3E-SM-4D5IX,0.017583835,90.5976616,NA,NA,NA,NA,170.4441443,NA,367.3129371,13.95695415
BLADDER-15330_CCPM_0700629-TM-NB-SM-AVI1C-SM-AVHZJ,0.14820852,335.523682,NA,NA,NA,NA,51.97415928,NA,14.73380374,0.017678752
BLADDER-15330_CCPM_0700691-TM-NB-SM-AVI13-SM-AVHZL,20.52934716,88.06523135,NA,NA,NA,NA,88.0205125,NA,29.48384704,1.693473212
BLADDER-15330_CCPM_0700692-TM-NB-SM-AVI11-SM-AVHZM,23.36018702,194.8073246,NA,NA,NA,NA,157.4165341,NA,52.79654954,15.56617903
BLADDER-15330_CCPM_0700694-TM-NB-SM-AVI16-SM-AVHZK,15.27536857,133.1369547,NA,NA,NA,NA,202.6079239,NA,260.920164,39.09886658
BLCA-001-TP-NB-SM-CUCGA-SM-CUCGU,32.26832237,103.5548134,NA,NA,NA,NA,36.22628727,NA,14.92049658,1.34E-06
BLCA-002-TP-NB-SM-CUCGB-SM-CUCGV,21.24433681,96.07380949,NA,NA,NA,NA,98.7766796,NA,62.94176877,0.020310575
BLCA-003-TP-NB-SM-CUCGC-SM-CUCGW,5.166183657,83.5090826,NA,NA,NA,NA,18.43600226,NA,37.85020126,7.954505055
BLCA-005-TP-NB-SM-CUCGE-SM-CUCGY,37.93408285,62.12333413,NA,NA,NA,NA,95.29925246,NA,75.90534139,23.15613369
BLCA-006-TP-NB-SM-CUCGF-SM-CUCGZ,8.349865728,105.8581895,NA,NA,NA,NA,13.88379025,NA,14.7378024,0.000134779
BLCA-007-TP-NB-SM-CUCGH-SM-CUCH1,33.64720961,13.71291635,NA,NA,NA,NA,21.81461435,NA,7.624359972,0.002467702
BLCA-008-TP-NB-SM-CUCGI-SM-CUCH2,30.3233897,56.67786374,NA,NA,NA,NA,54.39870989,NA,69.49789996,16.36133361
BLCA-009-TP-NB-SM-CUCGJ-SM-CUCH3,37.88907649,128.6393574,NA,NA,NA,NA,130.2506418,NA,112.4107038,23.1914983
BLCA-010-TP-NB-SM-CUCGK-SM-CUCH4,4.43857377,203.847938,NA,NA,NA,NA,104.2766433,NA,142.2670937,6.035860458
BLCA-011-TP-NB-SM-CUCGL-SM-CUCH5,78.23263633,151.6492752,NA,NA,NA,NA,67.30408817,NA,102.5559106,0.343995134
BLCA-012-TP-NB-SM-CUCGM-SM-CUCH6,7.56083736,106.5285264,NA,NA,NA,NA,701.532984,NA,634.0958301,25.04341565
BLCA-014-TP-NB-SM-CUCGO-SM-CUCH8,11.38739845,42.20720156,NA,NA,NA,NA,4.580928502,NA,5.30E-29,0.054137808
BLCA-015-TP-NB-SM-CUCGP-SM-CUCH9,25.87000086,72.37839705,NA,NA,NA,NA,163.5331664,NA,152.2857588,30.46339559
BLCA-016-TP-NB-SM-CUCGQ-SM-CUCHA,52.31866741,33.46591934,NA,NA,NA,NA,24.11794795,NA,52.58759717,8.449251221
BLCA-IM01-TP-NB-SM-79XD9-SM-7AABJ,19.55690159,77.83967277,NA,NA,NA,NA,29.57449701,NA,46.59386657,8.37743065
BLCA-IM04-TP-NT-SM-79XDB-SM-79XDC,0.922578872,71.23768431,NA,NA,NA,NA,0.004313114,NA,24.3280349,7.784535035
BLCA-IM06-TP-NB-SM-79XDL-SM-9QSPW,44.15727694,3.922900513,NA,NA,NA,NA,43.58200134,NA,34.04774611,21.58831585
BLCA-IM07-TP-NB-SM-79XDD-SM-7AABP,0.034550514,36.78939458,NA,NA,NA,NA,242.1569126,NA,85.21647295,16.95700795
BLCA-IM09-TP-NB-SM-79XDF-SM-7AABN,14.85511394,36.3677253,NA,NA,NA,NA,118.2934618,NA,208.967416,19.32448905
BLCA-IM10-TP-NB-SM-79XDG-SM-9QSPX,42.00426404,49.25956247,NA,NA,NA,NA,200.0902638,NA,197.6940171,13.74682276
BLCA-IM11-TP-NT-SM-79XDH-SM-79XDI,1.332401179,120.0664871,NA,NA,NA,NA,178.5229974,NA,114.9023618,20.71024519
BLCA-IM12-TP-NB-SM-9RN2L-SM-9HC1F,18.95130718,65.53299157,NA,NA,NA,NA,70.69068973,NA,68.5220216,3.40578516
HNSCC-186-TP-NB-SM-AXGDN-SM-ADP7L,41.61725918,32.65050791,NA,0.162872334,NA,NA,11.18314333,1.23E-08,6.12E-11,NA
HNSCC-215-TP-NB-SM-CK9VX-SM-AV34O,7.600361474,96.95335169,NA,7.677450256,NA,NA,8.82E-07,15.82265588,1.214340784,NA
HNSCC-238-TP-NB-SM-AXGF5-SM-ADP7O,20.96866938,32.22918107,NA,6.87E-05,NA,NA,7.389930085,0.117415806,0.000149652,NA
HNSCC-239-TP-NB-SM-AXGCS-SM-ADP7K,18.81537942,38.64970254,NA,0.182169224,NA,NA,1.069004896,3.780011988,5.037630625,NA
HNSCC-243-TP-NB-SM-CLFNS-SM-AV34T,7.009125777,31.13661371,NA,4.029028517,NA,NA,4.555271595,15.54987048,1.299132481,NA
HNSCC-258-TP-NB-SM-AXGAI-SM-ADP7G,37.57172774,5.005285843,NA,36.37072945,NA,NA,349.8190953,38.14670303,88.4549316,NA
HNSCC-266-TP-NB-SM-CK9YG-SM-AV34S,9.54822578,34.3392406,NA,0.00012253,NA,NA,1.353452167,1.586235847,0.820636777,NA
HNSCC-287-TP-NB-SM-AXGEI-SM-ADP7M,6.581649111,179.7011007,NA,26.29605167,NA,NA,11.89356427,138.6749147,59.44570726,NA
HNSCC-296-TP-NB-SM-CLFOB-SM-AV34U,8.025887459,198.6378727,NA,15.77423092,NA,NA,130.8321159,40.04085245,153.354289,NA
HNSCC-305-TP-NB-SM-CK9XQ-SM-AV34Q,11.53888494,83.45107508,NA,2.604284174,NA,NA,10.36372749,38.83851841,9.86E-26,NA
HNSCC-306-TP-NB-SM-CK9Y6-SM-AV34R,49.51153228,24.276234,NA,2.466398735,NA,NA,7.7428577,4.014716257,3.158984908,NA
HNSCC-323-TP-NB-SM-CK9WS-SM-AV34N,12.39105593,139.0939867,NA,0.014856405,NA,NA,46.18922021,30.51890511,51.57278914,NA
